ID,Career Path,Field,Specialization,Required Skills
CP0321,Finance - Risk Manager,Finance,Risk Manager,"Risk Assessment, Bloomberg Terminal, FINRA, Due Diligence, Capital Markets, Insurance Planning, Forecasting, Regulatory Compliance, Loan Underwriting, Quantitative Analysis, Valuation, Excel, IFRS, Derivatives, Series 63, CFA, STATA, Equity Research, Series 7, Mergers & Acquisitions"
CP0322,Healthcare - Physical Therapist,Healthcare,Physical Therapist,"Physiology, Medical Research, Treatment Planning, Care Planning, Clinical Experience, Medical Records, Anatomy, Laboratory Procedures, Therapy, HIPAA, Patient Assessment"
CP0323,Marketing - Content Strategist,Marketing,Content Strategist,"Campaign Management, Customer Segmentation, Content Strategy, Hootsuite, HubSpot, Conversion Rate Optimization, CRM, Mobile Marketing, WordPress, Video Marketing"
CP0324,Finance - Investment Banker,Finance,Investment Banker,"Portfolio Management, Estate Planning, Series 63, Forecasting, Regulatory Compliance, IPOs, Due Diligence, Retirement Planning, Insurance Planning, Credit Analysis, Valuation, Python for Finance, Excel, Series 7, Investment Management, Equity Research, Tax Planning, Algorithmic Trading, CFA, Mergers & Acquisitions"
CP0325,Finance - Hedge Fund Analyst,Finance,Hedge Fund Analyst,"VBA, Tax Planning, Python for Finance, Investment Management, Accounting, Financial Modeling, Due Diligence, R Programming, Loan Underwriting, Private Equity, Derivatives, SAS, Financial Statements, Estate Planning, Series 63"
CP0326,Marketing - Social Media Manager,Marketing,Social Media Manager,"Copywriting, Photoshop, Marketing Automation, Mailchimp, Email Marketing, Customer Segmentation, Content Strategy, Market Research, Facebook Ads, Google Ads, Marketing ROI, Illustrator, Public Relations, Affiliate Marketing, Canva, Hootsuite, SEO, Google Analytics"
CP0327,Finance - Auditor,Finance,Auditor,"SAS, Fixed Income, Wealth Management, Derivatives, VBA, FINRA, Budgeting, Hedge Funds, Financial Modeling, Regulatory Compliance, Insurance Planning"
CP0328,Computer Science - UI/UX Designer,Computer Science,UI/UX Designer,"Sketch, Adobe XD, Agile, Functional Programming, Node.js, Responsive Design, Unreal Engine, AR/VR, DevOps, Microservices, iOS, Spark, Kotlin, Python, Swift, Vue.js, Express.js, Ethical Hacking, Java"
CP0329,Computer Science - Machine Learning Engineer,Computer Science,Machine Learning Engineer,"Mobile Development, Django, Spring, Java, Big Data, Object-Oriented Programming, Scrum, Data Visualization, Security, RESTful APIs, Blockchain, Cybersecurity, Microservices, Kubernetes, Unreal Engine"
CP0330,Computer Science - Software Architect,Computer Science,Software Architect,"Natural Language Processing, Game Development, System Design, RESTful APIs, Docker, HTML, React.js, AWS, Windows Server, C#"
CP0331,Computer Science - Network Engineer,Computer Science,Network Engineer,"CI/CD, Express.js, Linux, Computer Vision, Data Analysis, Game Development, UI Design, Git, Mobile Development, Java, Cybersecurity, CSS, Object-Oriented Programming, Deep Learning, Node.js, Angular, Unreal Engine, Microservices, Android, Ethical Hacking"
CP0332,Finance - Portfolio Manager,Finance,Portfolio Manager,"IFRS, IPOs, Accounting, Python for Finance, Regulatory Compliance, Risk Assessment, Portfolio Management, Mergers & Acquisitions, Financial Modeling, Due Diligence, VBA, Credit Analysis, SAS"
CP0333,Healthcare - Physician,Healthcare,Physician,"Laboratory Procedures, Medical Terminology, Pharmacology, Healthcare IT, Surgical Procedures, Wound Care, Sterilization, Diagnostic Testing, Clinical Experience, Pediatrics, Medication Administration, Healthcare Management, Health Policy, Epidemiology, Public Health"
CP0334,Computer Science - Frontend Developer,Computer Science,Frontend Developer,"AR/VR, Deep Learning, Microservices, Functional Programming, Game Development, Vue.js, C++, Scikit-learn, React.js, Test-Driven Development"
CP0335,Healthcare - Registered Nurse,Healthcare,Registered Nurse,"Epidemiology, CPT Codes, Medication Administration, Medical Billing, Public Health, Medical Research, Pharmacology, Patient Assessment, Electronic Health Records, Sterilization, Mental Health, Oncology, Nutrition, Orthopedics, Wellness"
CP0336,Healthcare - Veterinarian,Healthcare,Veterinarian,"Oncology, Diagnostic Testing, Healthcare Regulations, Radiology, CPT Codes, Pediatrics, Medical Research, Anatomy, Clinical Experience, Healthcare Management, Healthcare IT, Physiology, Epidemiology, Patient Care, Therapy, Patient Education"
CP0337,Finance - Quantitative Analyst,Finance,Quantitative Analyst,"Private Equity, Estate Planning, Loan Underwriting, Insurance Planning, VBA, Regulatory Compliance, Financial Modeling, Derivatives, Hedge Funds, Series 7, Excel, Valuation, Investment Management, Accounting"
CP0338,Marketing - Product Marketing Manager,Marketing,Product Marketing Manager,"Illustrator, SEO, Event Marketing, Conversion Rate Optimization, Adobe Creative Suite, Photoshop, SEM, Video Marketing, Marketing Metrics, Mailchimp"
CP0339,Finance - Investment Banker,Finance,Investment Banker,"Mergers & Acquisitions, Quantitative Analysis, Capital Markets, FINRA, Algorithmic Trading, Regulatory Compliance, Series 63, Due Diligence, Tax Planning, Portfolio Management, Credit Analysis, Risk Assessment, IPOs, R Programming, Equity Research, Wealth Management, Fixed Income"
CP0340,Finance - Risk Manager,Finance,Risk Manager,"Algorithmic Trading, Financial Statements, Due Diligence, Valuation, Retirement Planning, Forecasting, Fixed Income, Equity Research, Loan Underwriting, SAS, Credit Analysis, Regulatory Compliance, Series 63, FINRA, Estate Planning"
CP0341,Finance - Hedge Fund Analyst,Finance,Hedge Fund Analyst,"GAAP, FINRA, Algorithmic Trading, Loan Underwriting, Investment Management, Regulatory Compliance, Valuation, Estate Planning, Bloomberg Terminal, SAS, Excel, Hedge Funds"
CP0342,Healthcare - Physician,Healthcare,Physician,"Patient Education, Medical Billing, CPT Codes, Physiology, Oncology, ICD-10, Pediatrics, Orthopedics, Therapy, Pathology, Vital Signs, Healthcare IT, Diagnostic Testing, Health Policy, Medical Terminology, Anatomy, Patient Care, Epidemiology, Public Health, Wellness"
CP0343,Computer Science - DevOps Engineer,Computer Science,DevOps Engineer,"iOS, Test-Driven Development, C++, Kubernetes, Unity, GraphQL, AR/VR, Natural Language Processing, Scrum, Docker, SQL, Game Development, DevOps, Scikit-learn, CI/CD, Swift, TensorFlow, Deep Learning, Security"
CP0344,Computer Science - Frontend Developer,Computer Science,Frontend Developer,"UI Design, Android, Node.js, Kubernetes, Scikit-learn, Security, Test-Driven Development, Figma, Responsive Design, Object-Oriented Programming"
CP0345,Computer Science - Data Engineer,Computer Science,Data Engineer,"Cloud Computing, Unity, AWS, Data Visualization, Networking, Penetration Testing, SQL, Android, Java, Mobile Development, Angular, AR/VR, Object-Oriented Programming"
CP0346,Finance - Investment Banker,Finance,Investment Banker,"Retirement Planning, GAAP, R Programming, FINRA, Series 63, Risk Assessment, Investment Management, Excel, Quantitative Analysis, STATA"
CP0347,Finance - Portfolio Manager,Finance,Portfolio Manager,"Fixed Income, Python for Finance, Accounting, Valuation, Investment Management, Risk Assessment, Series 63, Insurance Planning, Quantitative Analysis, IPOs, Portfolio Management"
CP0348,Marketing - Campaign Manager,Marketing,Campaign Manager,"SEM, Buffer, Marketing Automation, SEO, Public Relations, Marketing Strategy, Campaign Management, Customer Retention, Affiliate Marketing, Google Analytics, Photoshop, Product Positioning, Marketo, Market Research, Hootsuite, Conversion Rate Optimization, Content Strategy, Blogging, Event Marketing"
CP0349,Computer Science - Embedded Systems Developer,Computer Science,Embedded Systems Developer,"Swift, CI/CD, Game Development, Azure, HTML, Kotlin, Docker, Microservices, Machine Learning, Object-Oriented Programming, iOS, Deep Learning, Scrum, CSS, Windows Server, Penetration Testing, TensorFlow"
CP0350,Computer Science - System Administrator,Computer Science,System Administrator,"Figma, UX Design, Functional Programming, NoSQL, Azure, CSS, Spark, Java, Machine Learning, Responsive Design, Adobe XD"
CP0351,Marketing - Brand Manager,Marketing,Brand Manager,"Google Analytics, WordPress, Public Relations, Content Strategy, Google Ads, Marketing Analytics, Marketing Automation, Lead Generation, Brand Management, Canva, Marketing Metrics, Customer Segmentation, Facebook Ads"
CP0352,Healthcare - Nutritionist,Healthcare,Nutritionist,"Care Planning, Patient Care, CPT Codes, HIPAA, Rehabilitation, Medication Administration, Treatment Planning, Orthopedics, Nutrition, Public Health, Medical Records"
CP0353,Computer Science - Backend Developer,Computer Science,Backend Developer,"Data Visualization, Blockchain, Security, Spring, Responsive Design, Adobe XD, RESTful APIs, Scikit-learn, HTML, Node.js, Express.js, Computer Vision, C#, Scrum, Cloud Computing, Kubernetes"
CP0354,Marketing - Content Strategist,Marketing,Content Strategist,"SEO, Hootsuite, Brand Management, Photoshop, Marketing Automation, WordPress, Market Research, Customer Segmentation, Video Marketing, Event Marketing, Content Marketing, Facebook Ads, Competitive Analysis, Blogging, Marketing ROI, Marketo, Content Creation, Product Positioning, Social Media Strategy"
CP0355,Marketing - Brand Manager,Marketing,Brand Manager,"Press Releases, Mobile Marketing, Facebook Ads, Market Research, Public Relations, Media Relations, Marketing Metrics, Event Marketing, Brand Management, Campaign Management, SEM, Digital Marketing, Marketing ROI, Google Ads, Marketo, Canva"
CP0356,Finance - Portfolio Manager,Finance,Portfolio Manager,"Fixed Income, Mergers & Acquisitions, Insurance Planning, Regulatory Compliance, Capital Markets, Algorithmic Trading, Credit Analysis, Accounting, Wealth Management, IFRS, Hedge Funds, Series 63, Derivatives, GAAP, R Programming, Excel, IPOs, Retirement Planning, Investment Management, SAS"
CP0357,Finance - Compliance Officer,Finance,Compliance Officer,"Budgeting, Regulatory Compliance, Valuation, Accounting, Hedge Funds, Algorithmic Trading, IFRS, Python for Finance, Wealth Management, GAAP, FINRA, R Programming, Tax Planning, Investment Management, Quantitative Analysis, Private Equity, CFA, Credit Analysis, Fixed Income, SAS"
CP0358,Finance - Financial Analyst,Finance,Financial Analyst,"Bloomberg Terminal, Financial Analysis, Series 7, SAS, Series 63, Credit Analysis, STATA, Portfolio Management, Capital Markets, Equity Research, Hedge Funds, Budgeting, Retirement Planning, Insurance Planning, Accounting, Algorithmic Trading, Financial Modeling, Fixed Income"
CP0359,Marketing - Digital Marketing Specialist,Marketing,Digital Marketing Specialist,"Mobile Marketing, Product Positioning, Facebook Ads, HubSpot, Copywriting, Customer Segmentation, Adobe Creative Suite, Market Research, SEM, Affiliate Marketing, Campaign Management, Marketing ROI, Hootsuite, Marketing Analytics, Marketing Automation"
CP0360,Healthcare - Veterinarian,Healthcare,Veterinarian,"Clinical Experience, Oncology, Neurology, Geriatrics, Rehabilitation, Clinical Trials, Healthcare IT, Sterilization, Radiology, Orthopedics, Nutrition, Anatomy, Wellness, Medical Terminology, HIPAA, Health Policy, Epidemiology, Laboratory Procedures, Pediatrics"
CP0361,Computer Science - Backend Developer,Computer Science,Backend Developer,"Penetration Testing, iOS, Hadoop, Sketch, Linux, Spring, Windows Server, Swift, Adobe XD, Git, Android, System Design, Networking, Cybersecurity, DevOps, Security, C#, Agile, SQL, Kubernetes"
CP0362,Marketing - Product Marketing Manager,Marketing,Product Marketing Manager,"Mobile Marketing, Event Marketing, Public Relations, Content Marketing, Marketo, Marketing ROI, Product Positioning, Google Ads, Lead Generation, Campaign Management, Content Creation, WordPress, Customer Segmentation, HubSpot, A/B Testing, Press Releases, Google Analytics, Customer Retention, Social Media Marketing, Buffer"
CP0363,Healthcare - Medical Researcher,Healthcare,Medical Researcher,"Medical Diagnosis, Radiology, Epidemiology, Laboratory Procedures, Therapy, Care Planning, Surgical Procedures, Public Health, Geriatrics, Diagnostic Testing, Medical Records, Nutrition, Healthcare Regulations, Sterilization, Mental Health, Orthopedics"
CP0364,Finance - Risk Manager,Finance,Risk Manager,"Insurance Planning, Algorithmic Trading, Fixed Income, Wealth Management, Financial Modeling, Credit Analysis, Budgeting, STATA, Financial Analysis, FINRA, Equity Research, Accounting, Loan Underwriting, Retirement Planning, Excel"
CP0365,Marketing - Digital Marketing Specialist,Marketing,Digital Marketing Specialist,"Social Media Marketing, Marketing Metrics, Conversion Rate Optimization, A/B Testing, Hootsuite, User Acquisition, CRM, Public Relations, Adobe Creative Suite, Content Marketing, WordPress, Email Marketing, Brand Management, Blogging"
CP0366,Finance - Quantitative Analyst,Finance,Quantitative Analyst,"IPOs, Mergers & Acquisitions, Equity Research, Insurance Planning, FINRA, Tax Planning, Quantitative Analysis, Fixed Income, VBA, CFA, Due Diligence, Portfolio Management, Budgeting, Excel, Algorithmic Trading"
CP0367,Finance - Compliance Officer,Finance,Compliance Officer,"IPOs, FINRA, Hedge Funds, Fixed Income, Credit Analysis, Algorithmic Trading, Financial Statements, Accounting, SAS, Capital Markets, Mergers & Acquisitions, Financial Modeling, Quantitative Analysis, Tax Planning, Retirement Planning, Portfolio Management, STATA, Series 63, GAAP"
CP0368,Healthcare - Healthcare Administrator,Healthcare,Healthcare Administrator,"Medical Records, HIPAA, Cardiology, Public Health, Wound Care, Neurology, ICD-10, Diagnostic Testing, Pharmacology, Pediatrics, Vital Signs, Medication Administration, Laboratory Procedures, Mental Health, Wellness"
CP0369,Healthcare - Pharmacist,Healthcare,Pharmacist,"Medical Terminology, Diagnostic Testing, Surgical Procedures, Pediatrics, Medical Research, Medical Records, Oncology, Pathology, Epidemiology, Laboratory Procedures, Wellness, Anatomy, Rehabilitation, ICD-10, Patient Care"
CP0370,Finance - Hedge Fund Analyst,Finance,Hedge Fund Analyst,"Python for Finance, Excel, Retirement Planning, Algorithmic Trading, Risk Assessment, SAS, Estate Planning, Loan Underwriting, Capital Markets, Investment Management, Fixed Income, Mergers & Acquisitions, Regulatory Compliance, CFA, Insurance Planning, Due Diligence, R Programming, VBA, Valuation, Financial Modeling"
CP0371,Marketing - Social Media Manager,Marketing,Social Media Manager,"Influencer Marketing, Google Ads, Marketing Automation, Video Marketing, Public Relations, Facebook Ads, Buffer, HubSpot, Google Analytics, Marketo, Social Media Strategy, Campaign Management, Conversion Rate Optimization, User Acquisition, Marketing Strategy, Press Releases"
